#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 06 03 15 50  68  5.4  6.4  1.57 13.79  6.01 999 1016.4  25.0  26.5 999.0 99.0 99.00
2008 06 03 16 50  63  4.8  6.1  1.71 14.81  6.35 999 1016.8  25.3  26.5 999.0 99.0 99.00
2008 06 03 17 50  62  5.9  7.7  1.55 14.81  5.94 999 1017.2  25.5  26.5 999.0 99.0 99.00
2008 06 03 18 50  88  6.4  7.6  1.59 13.79  6.15 999 1017.3  25.6  26.6 999.0 99.0 99.00
2008 06 03 19 50  90  6.3  7.3  1.58 13.79  5.68 999 1017.3  25.4  26.6 999.0 99.0 99.00
2008 06 03 20 50 105  6.3  8.3  1.56 13.79  5.69 999 1017.2  25.4  26.6 999.0 99.0 99.00
2008 06 03 21 50 125  7.7  9.5  1.61 14.81  5.30 999 1016.9  25.0  26.6 999.0 99.0 99.00
2008 06 03 22 50 141  8.2  9.5  1.54 13.79  5.12 999 1016.5  24.1  26.6 999.0 99.0 99.00
2008 06 03 23 50 133  5.7  7.2  1.81 14.81  5.58 999 1015.9  24.8  26.6 999.0 99.0 99.00
2008 06 04 00 50 117  5.6  6.8  1.78 13.79  5.86 999 1015.3  25.4  26.7 999.0 99.0 99.00
2008 06 04 01 50 106  7.9  9.4  1.90 13.79  5.97 999 1014.9  25.2  26.6 999.0 99.0 99.00
2008 06 04 02 50 103  6.5  7.4  1.70  7.14  5.36 999 1014.7  25.2  26.6 999.0 99.0 99.00
2008 06 04 03 50 109  6.0  7.4  1.79 12.90  5.50 999 1014.7  25.3  26.6 999.0 99.0 99.00
2008 06 04 04 50  98  5.3  6.8  1.82 13.79  5.69 999 1015.3  25.2  26.6 999.0 99.0 99.00
2008 06 04 05 50  92  5.7  6.9  1.77  7.14  5.83 999 1015.9  25.2  26.6 999.0 99.0 99.00
2008 06 04 06 50  96  5.5  6.6  1.60  7.14  5.82 999 1016.4  25.3  26.6 999.0 99.0 99.00
2008 06 04 07 50  99  5.4  6.3  1.77 13.79  6.23 999 1016.9  25.3  26.6 999.0 99.0 99.00
2008 06 04 08 50  91  5.3  6.5  1.87 12.90  6.35 999 1017.3  25.1  26.6 999.0 99.0 99.00
2008 06 04 09 50  99  5.2  6.5  1.48 12.90  5.66 999 1017.1  25.2  26.6 999.0 99.0 99.00
2008 06 04 10 50 103  5.3  6.6  1.63 13.79  5.67 999 1016.4  25.2  26.5 999.0 99.0 99.00
2008 06 04 11 50 102  5.7  7.0  1.55 13.79  5.84 999 1016.0  25.1  26.5 999.0 99.0 99.00
2008 06 04 12 50 108  5.6  7.0  1.61 12.90  5.77 999 1015.4  25.0  26.5 999.0 99.0 99.00
2008 06 04 13 50 111  6.1  7.5  1.60 12.12  5.88 999 1015.1  25.0  26.5 999.0 99.0 99.00
2008 06 04 14 50 111  5.2  6.7  1.67 13.79  5.92 999 1015.1  25.0  26.5 999.0 99.0 99.00
2008 06 04 15 50 102  4.3  5.3  1.65 13.79  5.98 999 1015.4  25.1  26.5 999.0 99.0 99.00
2008 06 04 16 50 120  7.6 10.6  1.70 13.79  6.01 999 1015.8  24.2  26.5 999.0 99.0 99.00
2008 06 04 17 50  69  7.5  9.1  1.77  7.69  5.16 999 1016.5  24.8  26.5 999.0 99.0 99.00
2008 06 04 18 50  96  7.0  8.5  1.80 13.79  5.38 999 1016.7  25.6  26.6 999.0 99.0 99.00
2008 06 04 19 50  95  7.4  8.8  1.82  7.14  5.59 999 1016.9  25.2  26.6 999.0 99.0 99.00
2008 06 04 20 50 104  6.0  7.1  1.64  7.69  5.57 999 1016.9  25.4  26.6 999.0 99.0 99.00
2008 06 04 21 50 103  7.2  8.7  1.69  7.14  5.38 999 1016.8  25.5  26.6 999.0 99.0 99.00
2008 06 04 22 50  98  6.8  8.1  1.75  6.67  5.29 999 1016.4  25.4  26.6 999.0 99.0 99.00
2008 06 04 23 50 103  7.6  9.4  1.70  7.69  5.22 999 1015.8  25.5  26.7 999.0 99.0 99.00
2008 06 05 00 50 106  7.0  8.5  1.81  7.14  5.44 999 1015.4  25.5  26.7 999.0 99.0 99.00
2008 06 05 01 50  99  8.1  9.7  1.90  7.69  5.57 999 1014.9  25.6  26.7 999.0 99.0 99.00
2008 06 05 02 50 107  7.8  9.6  1.96 12.90  5.33 999 1014.6  25.7  26.6 999.0 99.0 99.00
2008 06 05 03 50 109  7.9  9.7  1.92  7.14  5.24 999 1014.9  25.6  26.6 999.0 99.0 99.00
2008 06 05 04 50 107  7.4  8.8  1.84  7.14  5.12 999 1015.3  25.5  26.6 999.0 99.0 99.00
2008 06 05 05 50 105  7.5  9.0  1.77 12.12  5.28 999 1015.8  25.5  26.5 999.0 99.0 99.00
2008 06 05 06 50 110  7.4  9.2  1.81  7.69  5.21 999 1016.4  25.4  26.5 999.0 99.0 99.00
2008 06 05 07 50 103  6.7  7.7  1.83  7.14  5.52 999 1016.7  25.4  26.5 999.0 99.0 99.00
2008 06 05 08 50 107  7.4  9.0  1.88  7.69  5.49 999 1017.3  25.3  26.5 999.0 99.0 99.00
2008 06 05 09 50 105  7.6  9.0  1.68  7.14  5.26 999 1017.1  25.3  26.4 999.0 99.0 99.00
2008 06 05 10 50 109  7.2  9.3  1.83  7.69  5.43 999 1016.5  25.2  26.4 999.0 99.0 99.00
2008 06 05 11 50 117  7.1  8.6  1.78  7.69  5.29 999 1015.9  25.2  26.4 999.0 99.0 99.00
2008 06 05 12 50 107  6.9  8.0  1.61  7.69  5.08 999 1015.4  25.1  26.4 999.0 99.0 99.00
2008 06 05 13 50 121  7.4  8.7  1.65  7.69  5.35 999 1015.4  25.2  26.4 999.0 99.0 99.00
2008 06 05 14 50 113  8.7 11.3  1.84 12.12  5.45 999 1015.7  24.0  26.4 999.0 99.0 99.00
2008 06 05 15 50 109  8.3 10.0  1.75  7.69  5.12 999 1016.0  24.9  26.4 999.0 99.0 99.00
2008 06 05 16 50  94  7.0  8.9  1.86  7.69  5.29 999 1016.5  25.3  26.4 999.0 99.0 99.00
2008 06 05 17 50  98 10.8 12.7  1.91  5.88  5.21 999 1017.2  23.8  26.4 999.0 99.0 99.00
2008 06 05 18 50  97  9.4 10.8  2.04  5.56  5.10 999 1017.4  23.9  26.4 999.0 99.0 99.00
2008 06 05 19 50 121  7.2  8.5  1.87  5.88  5.03 999 1017.6  24.0  26.4 999.0 99.0 99.00
2008 06 05 20 50 135  3.5  5.1  1.71  7.14  5.25 999 1017.8  24.3  26.4 999.0 99.0 99.00
2008 06 05 21 50  77  2.6  3.6  1.59  7.14  5.59 999 1017.8  24.8  26.4 999.0 99.0 99.00
2008 06 05 22 50  64  7.0  9.3  1.62  7.14  5.16 999 1017.6  22.3  26.4 999.0 99.0 99.00
2008 06 05 23 50  82  3.7  4.6  1.60  6.67  5.75 999 1016.9  24.6  26.5 999.0 99.0 99.00
2008 06 06 00 50  76  5.7  7.1  1.77  7.69  6.17 999 1016.3  24.3  26.6 999.0 99.0 99.00
2008 06 06 01 50  98  5.9  7.3  1.72  7.14  5.42 999 1016.4  22.7  26.5 999.0 99.0 99.00
2008 06 06 02 50 128  4.2  5.4  1.74  7.14  5.96 999 1015.8  23.6  26.5 999.0 99.0 99.00
2008 06 06 03 50  99  3.9  4.9  1.84  7.14  6.24 999 1015.9  24.6  26.5 999.0 99.0 99.00
2008 06 06 04 50 115  5.5  6.8  1.95  7.69  6.35 999 1016.1  25.4  26.5 999.0 99.0 99.00
2008 06 06 05 50 108  6.2  7.5  2.02  7.69  6.25 999 1016.3  25.4  26.5 999.0 99.0 99.00
2008 06 06 06 50  94  7.0  8.8  2.00  7.69  5.86 999 1016.9  25.5  26.4 999.0 99.0 99.00
2008 06 06 07 50  89  7.0  8.0  2.09  8.33  6.13 999 1017.2  25.4  26.4 999.0 99.0 99.00
2008 06 06 08 50  96  6.8  8.0  1.98  7.14  5.90 999 1017.4  25.4  26.4 999.0 99.0 99.00
2008 06 06 09 50 104  6.7  8.0  1.98  7.69  5.82 999 1017.1  25.2  26.4 999.0 99.0 99.00
2008 06 06 10 50 110  6.5  7.4  1.78  7.69  5.63 999 1016.5  25.0  26.4 999.0 99.0 99.00
2008 06 06 11 50 123  6.1  7.7  1.92  7.14  5.68 999 1016.0  25.0  26.4 999.0 99.0 99.00
2008 06 06 12 50 121  5.8  7.5  1.87 16.00  6.16 999 1015.8  24.9  26.4 999.0 99.0 99.00
2008 06 06 13 50 124  6.0  7.5  1.72 16.00  5.68 999 1015.5  24.9  26.4 999.0 99.0 99.00
2008 06 06 14 50 106  5.4  7.0  1.83  7.69  5.67 999 1015.6  24.9  26.4 999.0 99.0 99.00
2008 06 06 15 50 120  5.4  6.8  1.68  7.69  5.71 999 1015.9  24.9  26.4 999.0 99.0 99.00
2008 06 06 16 50 114  5.5  6.4  1.65 16.00  5.65 999 1016.7  25.0  26.4 999.0 99.0 99.00
2008 06 06 17 50 115  4.4  5.7  1.65 16.00  5.78 999 1017.0  25.2  26.4 999.0 99.0 99.00
2008 06 06 18 50 107  4.6  6.1  1.55  7.69  5.80 999 1017.7  25.2  26.4 999.0 99.0 99.00
2008 06 06 19 50  99  4.9  5.9  1.67 16.00  6.31 999 1017.8  25.2  26.4 999.0 99.0 99.00
2008 06 06 20 50 103  5.5  7.0  1.58 16.00  6.29 999 1017.8  25.2  26.5 999.0 99.0 99.00
2008 06 06 21 50 110  5.5  6.8  1.70 14.81  6.39 999 1017.7  25.1  26.5 999.0 99.0 99.00
2008 06 06 22 50 105  5.5  6.5  1.62 16.00  5.96 999 1017.5  25.2  26.6 999.0 99.0 99.00
2008 06 06 23 50 126  6.2  7.2  1.53 17.39  5.87 999 1017.2  25.3  26.6 999.0 99.0 99.00
2008 06 07 00 50 122  6.3  7.7  1.53  7.14  5.26 999 1016.8  25.5  26.6 999.0 99.0 99.00
2008 06 07 01 50 117  5.9  7.1  1.65  7.69  5.62 999 1016.6  25.4  26.6 999.0 99.0 99.00
2008 06 07 02 50 114  5.6  7.0  1.54  7.14  5.61 999 1016.2  25.5  26.6 999.0 99.0 99.00
2008 06 07 03 50 115  5.8  7.5  1.72 16.00  5.98 999 1016.3  25.4  26.5 999.0 99.0 99.00
2008 06 07 04 50 107  5.1  6.2  1.71 14.81  6.20 999 1016.8  25.4  26.4 999.0 99.0 99.00
2008 06 07 05 50 101  6.7  8.5  1.88 17.39  6.33 999 1017.3  25.2  26.4 999.0 99.0 99.00
2008 06 07 06 50 108  6.1  7.7  1.85 16.00  6.19 999 1017.9  25.2  26.4 999.0 99.0 99.00
2008 06 07 07 50 104  6.2  7.4  1.94 19.05  6.21 999 1018.2  25.2  26.3 999.0 99.0 99.00
2008 06 07 08 50 110  6.6  7.8  1.72 17.39  5.91 999 1018.4  25.2  26.3 999.0 99.0 99.00
2008 06 07 09 50 110  6.6  8.2  1.78 17.39  6.05 999 1018.0  25.1  26.3 999.0 99.0 99.00
2008 06 07 10 50 107  6.7  7.7  1.86 14.81  6.09 999 1017.6  25.0  26.3 999.0 99.0 99.00
2008 06 07 11 50 115  6.6  8.6  1.87 17.39  6.02 999 1016.9  24.9  26.3 999.0 99.0 99.00
2008 06 07 12 50 117  6.9  8.0  1.55 14.81  5.35 999 1016.7  25.0  26.3 999.0 99.0 99.00
2008 06 07 13 50 120  6.5  7.9  1.84 17.39  5.94 999 1016.5  25.0  26.2 999.0 99.0 99.00
2008 06 07 14 50 115  7.1  8.9  1.81 17.39  6.02 999 1016.8  24.9  26.2 999.0 99.0 99.00
2008 06 07 15 50 114  6.2  7.3  1.74 17.39  5.79 999 1017.2  24.8  26.2 999.0 99.0 99.00
2008 06 07 16 50 116  7.8  9.3  1.73 16.00  5.55 999 1017.8  25.1  26.2 999.0 99.0 99.00
2008 06 07 17 50 104  7.5  9.1  1.78 17.39  5.62 999 1018.1  25.2  26.2 999.0 99.0 99.00
2008 06 07 18 50 110  6.9  8.5  1.73 17.39  5.78 999 1018.5  25.3  26.2 999.0 99.0 99.00
2008 06 07 19 50 107  7.8  9.2  1.77 17.39  5.82 999 1018.6  25.5  26.2 999.0 99.0 99.00
2008 06 07 20 50 112  6.2  7.4  1.66 17.39  5.50 999 1018.7  25.4  26.3 999.0 99.0 99.00
2008 06 07 21 50 111  7.5  8.8  1.58 14.81  5.29 999 1018.5  25.4  26.3 999.0 99.0 99.00
2008 06 07 22 50 111  7.2  8.5  1.59 17.39  5.33 999 1018.1  25.4  26.3 999.0 99.0 99.00
2008 06 07 23 50 106  7.4  8.5  1.66 16.00  5.31 999 1017.8  25.4  26.4 999.0 99.0 99.00
2008 06 08 00 50  99  7.7  9.3  1.65 17.39  5.30 999 1017.2  25.5  26.4 999.0 99.0 99.00
2008 06 08 01 50 103  7.1  8.5  1.84 16.00  5.69 999 1016.9  25.6  26.4 999.0 99.0 99.00
2008 06 08 02 50 111  6.9  8.3  1.68 16.00  5.47 999 1016.8  25.5  26.4 999.0 99.0 99.00
2008 06 08 03 50 109  6.5  7.6  1.77 16.00  5.49 999 1017.0  25.6  26.4 999.0 99.0 99.00
2008 06 08 04 50 102  6.2  7.5  1.81 16.00  5.92 999 1017.4  25.5  26.4 999.0 99.0 99.00
2008 06 08 05 50 104  6.2  7.3  1.63 16.00  5.55 999 1017.9  25.5  26.3 999.0 99.0 99.00
2008 06 08 06 50 101  5.9  7.5  1.56  7.69  5.40 999 1018.4  25.5  26.3 999.0 99.0 99.00
2008 06 08 07 50  83  6.0  7.0  1.58 16.00  5.61 999 1018.8  25.5  26.3 999.0 99.0 99.00
2008 06 08 08 50  77  6.1  7.2  1.79 16.00  6.05 999 1018.8  25.4  26.3 999.0 99.0 99.00
2008 06 08 09 50  82  6.4  7.6  1.69 16.00  5.83 999 1018.4  25.3  26.2 999.0 99.0 99.00
2008 06 08 10 50  65  5.9  6.7  1.77 16.00  5.96 999 1018.0  25.2  26.2 999.0 99.0 99.00
2008 06 08 11 50  74  6.6  7.7  1.62  6.67  5.57 999 1017.0  25.2  26.2 999.0 99.0 99.00
2008 06 08 12 50  80  6.5  8.0  1.61  8.33  5.41 999 1016.6  25.2  26.2 999.0 99.0 99.00
2008 06 08 13 50  73  6.3  7.9  1.75 16.00  5.87 999 1016.6  25.2  26.2 999.0 99.0 99.00
2008 06 08 14 50  74  6.1  7.2  1.75  7.14  5.37 999 1016.2  25.2  26.2 999.0 99.0 99.00
2008 06 08 15 50  82  6.3  7.5  1.77 16.00  5.52 999 1016.5  25.3  26.2 999.0 99.0 99.00
2008 06 08 16 50  81  6.3  7.1  1.63 14.81  5.54 999 1016.9  25.3  26.2 999.0 99.0 99.00
2008 06 08 17 50  81  6.0  7.6  1.70 14.81  5.66 999 1017.3  24.5  26.1 999.0 99.0 99.00
2008 06 08 18 50  94  6.4  7.6  1.64 14.81  5.43 999 1017.5  25.4  26.2 999.0 99.0 99.00
2008 06 08 19 50  89  6.2  7.5  1.55 14.81  5.31 999 1017.7  25.7  26.2 999.0 99.0 99.00
2008 06 08 20 50  88  4.9  6.1  1.80  8.33  5.69 999 1017.9  25.7  26.2 999.0 99.0 99.00
2008 06 08 21 50 102  4.8  5.5  1.79 14.81  5.94 999 1017.7  25.7  26.3 999.0 99.0 99.00
2008 06 08 22 50 106  5.1  6.0  1.64 14.81  5.92 999 1017.2  25.5  26.4 999.0 99.0 99.00
2008 06 08 23 50  93  4.6  5.5  1.70 14.81  6.10 999 1016.5  25.6  26.5 999.0 99.0 99.00
2008 06 09 00 50  87  5.4  7.0  1.59  8.33  5.96 999 1015.9  25.6  26.6 999.0 99.0 99.00
2008 06 09 01 50 112  5.5  6.5  1.64 16.00  6.00 999 1015.3  25.7  26.6 999.0 99.0 99.00
2008 06 09 02 50 109  6.6  7.7  1.82  8.33  5.72 999 1014.9  25.9  26.5 999.0 99.0 99.00
2008 06 09 03 50 104  6.8  7.9  1.78 14.81  5.63 999 1015.0  25.7  26.4 999.0 99.0 99.00
2008 06 09 04 50 108  8.6 10.3  1.81  8.33  5.65 999 1015.2  25.6  26.4 999.0 99.0 99.00
2008 06 09 05 50 101  8.2  9.7  1.82  9.09  5.43 999 1015.6  25.4  26.3 999.0 99.0 99.00
2008 06 09 06 50 102  7.2  8.6  2.04  8.33  5.69 999 1016.0  25.3  26.2 999.0 99.0 99.00
2008 06 09 07 50 105  7.2  8.9  2.10  8.33  5.69 999 1016.3  25.3  26.2 999.0 99.0 99.00
2008 06 09 08 50 117  6.7  8.1  2.13  9.09  5.88 999 1016.7  25.4  26.2 999.0 99.0 99.00
2008 06 09 09 50 117  5.7  6.8  2.14  9.09  6.04 999 1016.3  25.3  26.2 999.0 99.0 99.00
2008 06 09 10 50 123  6.0  7.0  2.19  9.09  6.24 999 1015.9  25.3  26.2 999.0 99.0 99.00
2008 06 09 11 50 123  5.5  6.7  2.17  8.33  6.07 999 1015.3  25.3  26.2 999.0 99.0 99.00
2008 06 09 12 50 100  4.9  6.0  2.25  9.09  6.26 999 1014.9  25.3  26.2 999.0 99.0 99.00
2008 06 09 13 50  67  4.9  6.1  2.29  9.09  6.64 999 1014.7  25.1  26.2 999.0 99.0 99.00
2008 06 09 14 50  64  6.5  7.6  2.31  9.09  6.38 999 1014.8  25.1  26.1 999.0 99.0 99.00
2008 06 09 15 50  60  6.4  7.6  2.48  9.09  6.42 999 1014.9  25.1  26.1 999.0 99.0 99.00
2008 06 09 16 50  57  5.3  6.3  2.59  8.33  6.40 999 1015.6  25.2  26.1 999.0 99.0 99.00
2008 06 09 17 50  66  4.8  5.9  2.40  9.09  6.34 999 1015.9  25.3  26.1 999.0 99.0 99.00
2008 06 09 18 50  67  5.3  6.4  2.26  9.09  6.66 999 1015.9  25.5  26.2 999.0 99.0 99.00
2008 06 09 19 50  94  6.5  7.7  2.21  8.33  6.71 999 1016.1  25.5  26.2 999.0 99.0 99.00
2008 06 09 20 50 122  5.1  6.4  2.27  9.09  6.18 999 1016.0  25.2  26.2 999.0 99.0 99.00
2008 06 09 21 50 130  3.6  4.9  2.03 10.00  6.17 999 1015.8  25.3  26.2 999.0 99.0 99.00
2008 06 09 22 50 143  3.8  4.6  2.16  9.09  6.44 999 1015.3  25.5  26.3 999.0 99.0 99.00
2008 06 09 23 50 141  3.4  4.7  2.16  8.33  6.34 999 1014.9  25.5  26.4 999.0 99.0 99.00
2008 06 10 00 50 134  4.2  5.3  2.07  7.69  6.39 999 1014.4  25.5  26.4 999.0 99.0 99.00
2008 06 10 01 50 124  4.0  5.2  2.35  9.09  6.75 999 1013.7  25.4  26.4 999.0 99.0 99.00
2008 06 10 02 50 117  6.4  7.6  2.08  7.69  6.21 999 1013.3  24.7  26.3 999.0 99.0 99.00
2008 06 10 03 50 115  6.6  8.0  2.28  9.09  6.23 999 1013.4  24.7  26.3 999.0 99.0 99.00
2008 06 10 04 50 119  5.6  6.7  2.32  8.33  5.98 999 1013.6  24.6  26.3 999.0 99.0 99.00
2008 06 10 05 50 110  4.5  5.8  2.37  7.69  6.32 999 1014.3  24.7  26.3 999.0 99.0 99.00
2008 06 10 06 50  87  3.7  5.1  2.22  9.09  6.33 999 1014.8  24.8  26.2 999.0 99.0 99.00
2008 06 10 07 50  76  3.5  4.8  2.29  9.09  6.55 999 1014.9  24.9  26.1 999.0 99.0 99.00
2008 06 10 08 50  71  3.5  4.4  2.03  8.33  6.34 999 1015.1  25.0  26.1 999.0 99.0 99.00
2008 06 10 09 50  75  3.9  5.1  2.20  8.33  6.55 999 1014.9  25.1  26.0 999.0 99.0 99.00
2008 06 10 10 50  81  3.3  4.4  2.06  7.69  6.43 999 1014.3  25.0  26.0 999.0 99.0 99.00
2008 06 10 11 50  84  2.6  3.6  2.08  9.09  6.65 999 1013.6  24.8  25.9 999.0 99.0 99.00
2008 06 10 12 50  78  2.3  3.0  1.85  7.69  6.50 999 1013.3  24.8  26.0 999.0 99.0 99.00
2008 06 10 13 50  70  4.0  5.3  1.96  7.69  6.58 999 1013.2  24.7  26.0 999.0 99.0 99.00
2008 06 10 14 50  74  3.0  4.4  2.02  7.14  6.67 999 1013.4  24.6  26.0 999.0 99.0 99.00
2008 06 10 15 50  61  3.7  4.9  1.84  7.69  6.40 999 1013.5  24.7  26.0 999.0 99.0 99.00
2008 06 10 16 50  53  3.5  4.5  1.91  7.14  6.50 999 1014.0  24.8  26.1 999.0 99.0 99.00
2008 06 10 17 50  67  3.8  4.8  1.65  7.14  6.37 999 1014.6  25.0  26.1 999.0 99.0 99.00
2008 06 10 18 50  78  3.5  4.6  1.66  7.69  6.27 999 1014.8  25.2  26.1 999.0 99.0 99.00
2008 06 10 19 50  63  3.6  4.4  1.77  7.14  6.57 999 1014.9  25.3  26.1 999.0 99.0 99.00
2008 06 10 20 50  71  3.7  4.6  1.79  6.67  6.50 999 1014.8  25.4  26.2 999.0 99.0 99.00
2008 06 10 21 50  58  3.6  4.5  1.61  6.67  6.21 999 1014.5  25.3  26.3 999.0 99.0 99.00
2008 06 10 22 50  55  4.0  5.3  1.73  6.67  6.23 999 1014.1  25.3  26.4 999.0 99.0 99.00
2008 06 10 23 50  49  4.8  6.2  1.62  9.09  6.21 999 1013.3  25.4  26.5 999.0 99.0 99.00
2008 06 11 00 50  46  4.9  6.3  1.69  8.33  6.44 999 1012.9  25.5  26.6 999.0 99.0 99.00
2008 06 11 01 50  68  5.1  6.2  1.64  7.69  6.20 999 1012.5  25.4  26.5 999.0 99.0 99.00
2008 06 11 02 50  74  5.2  6.4  1.50  7.14  5.84 999 1012.5  25.5  26.5 999.0 99.0 99.00
2008 06 11 03 50  91  4.7  5.8  1.75  6.67  6.31 999 1012.5  25.5  26.4 999.0 99.0 99.00
2008 06 11 04 50  89  5.3  6.8  1.65  6.25  5.89 999 1012.8  25.4  26.4 999.0 99.0 99.00
2008 06 11 05 50  85  5.7  6.9  1.59  9.09  5.92 999 1013.2  25.2  26.3 999.0 99.0 99.00
2008 06 11 06 50  68  5.9  7.7  1.62  9.09  5.88 999 1013.6  25.3  26.3 999.0 99.0 99.00
2008 06 11 07 50  68  5.5  6.5  1.60  6.25  5.69 999 1014.1  25.4  26.3 999.0 99.0 99.00
2008 06 11 08 50  75  5.2  6.0  1.50  9.09  5.67 999 1014.3  25.3  26.3 999.0 99.0 99.00
2008 06 11 09 50  78  4.9  5.8  1.56  9.09  5.88 999 1014.3  25.2  26.3 999.0 99.0 99.00
2008 06 11 10 50  74  4.2  4.9  1.53  6.67  5.72 999 1013.9  25.2  26.3 999.0 99.0 99.00
2008 06 11 11 50  75  4.1  4.8  1.55  9.09  5.87 999 1013.4  25.0  26.3 999.0 99.0 99.00
2008 06 11 12 50 123  3.9  5.0  1.55  6.67  6.11 999 1013.0  24.9  26.2 999.0 99.0 99.00
2008 06 11 13 50 116  3.3  4.0  1.52  9.09  6.37 999 1013.1  24.8  26.3 999.0 99.0 99.00
2008 06 11 14 50 140  3.0  3.8  1.46  9.09  6.18 999 1013.3  24.9  26.3 999.0 99.0 99.00
2008 06 11 15 50 175  3.7  4.7  1.46  9.09  6.39 999 1013.5  24.8  26.3 999.0 99.0 99.00
2008 06 11 16 50 176  4.3  5.6  1.56  9.09  6.37 999 1013.9  24.7  26.3 999.0 99.0 99.00
2008 06 11 17 50 219  1.4  2.6  1.64  9.09  6.57 999 1014.3  23.4  26.3 999.0 99.0 99.00
2008 06 11 18 50 140  3.0  7.4  1.40  9.09  5.92 999 1014.7  24.1  26.3 999.0 99.0 99.00
2008 06 11 19 50 114  4.6  5.8  1.57 10.00  6.21 999 1014.8  24.4  26.3 999.0 99.0 99.00
2008 06 11 20 50 124  7.7  9.0  1.54 10.00  6.14 999 1015.0  23.6  26.4 999.0 99.0 99.00
2008 06 11 21 50 150  4.1  4.8  1.47 10.00  5.84 999 1014.7  23.6  26.4 999.0 99.0 99.00
2008 06 11 22 50 112  1.5  2.3  1.56  9.09  6.42 999 1014.6  24.9  26.4 999.0 99.0 99.00
2008 06 11 23 50  73  2.4  3.1  1.47 10.00  6.44 999 1014.2  25.0  26.5 999.0 99.0 99.00
2008 06 12 00 50 104  3.0  4.1  1.54  9.09  6.98 999 1013.9  25.1  26.5 999.0 99.0 99.00
2008 06 12 01 50 110  3.7  4.6  1.44 10.00  6.63 999 1013.7  25.2  26.6 999.0 99.0 99.00
2008 06 12 02 50 106  2.8  3.7  1.49  9.09  6.82 999 1013.5  25.2  26.6 999.0 99.0 99.00
2008 06 12 03 50 124  2.7  4.0  1.55 10.00  6.74 999 1013.7  25.6  26.6 999.0 99.0 99.00
2008 06 12 04 50  99  3.5  4.6  1.50 10.00  6.52 999 1014.0  25.3  26.5 999.0 99.0 99.00
2008 06 12 05 50 102  4.5  5.5  1.56 10.00  6.41 999 1014.6  25.2  26.5 999.0 99.0 99.00
2008 06 12 06 50 109  5.1  6.3  1.60 10.00  6.37 999 1014.9  25.3  26.4 999.0 99.0 99.00
2008 06 12 07 50 103  5.7  6.7  1.52  9.09  6.06 999 1015.1  25.1  26.4 999.0 99.0 99.00
2008 06 12 08 50 109  4.9  5.7  1.44  9.09  6.09 999 1015.5  25.2  26.4 999.0 99.0 99.00
2008 06 12 09 50 101  4.3  5.8  1.49 10.00  5.96 999 1015.2  25.0  26.4 999.0 99.0 99.00
2008 06 12 10 50 110  4.7  6.1  1.52  9.09  6.10 999 1014.8  24.9  26.3 999.0 99.0 99.00
2008 06 12 11 50 103  5.0  5.9  1.43  9.09  5.94 999 1014.2  24.9  26.3 999.0 99.0 99.00
2008 06 12 12 50 114  5.1  6.0  1.44  9.09  6.17 999 1013.7  24.8  26.4 999.0 99.0 99.00
2008 06 12 13 50 112  4.6  5.9  1.55  8.33  6.45 999 1013.6  24.8  26.4 999.0 99.0 99.00
2008 06 12 14 50 103  4.3  5.3  1.43  8.33  6.27 999 1013.9  24.9  26.4 999.0 99.0 99.00
2008 06 12 15 50  95  4.4  5.9  1.43  9.09  6.45 999 1014.3  24.8  26.4 999.0 99.0 99.00
2008 06 12 16 50 100  4.7  5.8  1.67  9.09  6.78 999 1014.6  24.9  26.3 999.0 99.0 99.00
2008 06 12 17 50 106  4.6  5.9  1.53  9.09  6.62 999 1015.2  25.1  26.3 999.0 99.0 99.00
2008 06 12 18 50 118  5.2  6.4  1.52  9.09  6.29 999 1015.4  25.2  26.3 999.0 99.0 99.00
2008 06 12 19 50 121  4.9  5.8  1.44 10.00  6.09 999 1015.5  25.2  26.4 999.0 99.0 99.00
2008 06 12 20 50 117  4.6  5.6  1.58 17.39  6.32 999 1015.8  25.2  26.5 999.0 99.0 99.00
2008 06 12 21 50 116  4.0  5.2  1.65  9.09  6.62 999 1015.8  25.2  26.6 999.0 99.0 99.00
2008 06 12 22 50 101  3.8  4.8  1.64 19.05  6.91 999 1015.5  25.2  26.7 999.0 99.0 99.00
2008 06 12 23 50 104  4.2  5.1  1.49 17.39  6.69 999 1015.0  25.3  26.7 999.0 99.0 99.00
2008 06 13 00 50 105  4.4  5.4  1.69 10.00  7.04 999 1014.7  25.5  26.8 999.0 99.0 99.00
2008 06 13 01 50 106  4.4  5.7  1.65 17.39  7.20 999 1014.3  25.5  26.8 999.0 99.0 99.00
2008 06 13 02 50  99  4.0  5.3  1.78 10.00  7.09 999 1014.4  25.5  26.7 999.0 99.0 99.00
2008 06 13 03 50  97  3.7  4.9  1.66 17.39  6.99 999 1014.5  25.5  26.7 999.0 99.0 99.00
2008 06 13 04 50  91  4.4  5.5  1.69 10.00  7.28 999 1014.8  25.3  26.7 999.0 99.0 99.00
2008 06 13 05 50  90  4.7  6.1  1.76 17.39  7.62 999 1015.2  25.3  26.6 999.0 99.0 99.00
