#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 03 16 20 50 102  6.4  7.4  2.39  9.09  6.17 999 1017.6 999.0  24.8 999.0 99.0 99.00
2008 03 16 21 50 111  6.9  8.0  2.64  8.33  6.56 999 1017.2 999.0  24.8 999.0 99.0 99.00
2008 03 16 22 50 105  5.9  7.3  2.41  9.09  6.34 999 1016.4 999.0  24.9 999.0 99.0 99.00
2008 03 16 23 50 109  7.2  8.5  2.43 14.81  6.28 999 1015.6 999.0  24.9 999.0 99.0 99.00
2008 03 17 00 50 110  7.9  9.4  2.55  8.33  6.50 999 1014.7 999.0  24.9 999.0 99.0 99.00
2008 03 17 01 50 104  8.1  9.6  2.57 14.81  6.37 999 1014.2 999.0  24.9 999.0 99.0 99.00
2008 03 17 02 50  89  9.0 10.8  2.58  9.09  6.09 999 1014.7 999.0  24.9 999.0 99.0 99.00
2008 03 17 03 50  79  8.4  9.9  2.41  8.33  5.80 999 1015.1 999.0  24.8 999.0 99.0 99.00
2008 03 17 04 50  75  7.7  9.4  2.75  9.09  6.26 999 1015.4 999.0  24.8 999.0 99.0 99.00
2008 03 17 05 50  77  7.2  9.0  2.65  9.09  6.24 999 1016.1 999.0  24.8 999.0 99.0 99.00
2008 03 17 06 50  71  6.9  8.0  2.58 13.79  6.28 999 1017.0 999.0  24.8 999.0 99.0 99.00
2008 03 17 07 50  85  6.8  8.3  2.78 14.81  6.66 999 1017.5 999.0  24.8 999.0 99.0 99.00
2008 03 17 08 50  93  7.4  8.7  2.52 14.81  6.40 999 1017.6 999.0  24.8 999.0 99.0 99.00
2008 03 17 09 50 103  7.5  9.0  2.46  9.09  6.35 999 1017.1 999.0  24.7 999.0 99.0 99.00
2008 03 17 10 50 106  6.5  8.1  2.29 12.90  6.36 999 1016.9 999.0  24.7 999.0 99.0 99.00
2008 03 17 11 50 102  5.2  6.4  2.46 13.79  6.50 999 1016.4 999.0  24.7 999.0 99.0 99.00
2008 03 17 12 50 117  6.6  8.8  2.71  8.33  6.74 999 1015.8 999.0  24.7 999.0 99.0 99.00
2008 03 17 13 50 117  6.8  8.3  2.45 14.81  6.57 999 1015.7 999.0  24.7 999.0 99.0 99.00
2008 03 17 14 50 114  6.5  7.8  2.37  8.33  6.33 999 1015.4 999.0  24.7 999.0 99.0 99.00
2008 03 17 15 50 102  6.5  7.8  2.71 13.79  6.91 999 1015.8 999.0  24.7 999.0 99.0 99.00
2008 03 17 16 50  91  5.3  6.2  2.39 12.90  6.81 999 1016.4 999.0  24.7 999.0 99.0 99.00
2008 03 17 17 50  93  6.1  7.3  2.47 12.90  6.92 999 1016.9 999.0  24.7 999.0 99.0 99.00
2008 03 17 18 50  80  7.2  8.3  2.38 12.90  6.49 999 1017.4 999.0  24.7 999.0 99.0 99.00
2008 03 17 19 50  83  6.1  7.4  2.38 12.90  6.46 999 1017.9 999.0  24.8 999.0 99.0 99.00
2008 03 17 20 50  82  6.1  7.2  2.19 12.90  6.12 999 1018.2 999.0  24.8 999.0 99.0 99.00
2008 03 17 21 50  88  6.6  7.7  2.18 12.90  6.18 999 1017.8 999.0  24.9 999.0 99.0 99.00
2008 03 17 22 50  91  5.8  6.9  2.30 12.90  6.37 999 1017.3 999.0  24.9 999.0 99.0 99.00
2008 03 17 23 50  95  6.3  8.1  2.36 12.90  6.45 999 1016.4 999.0  25.0 999.0 99.0 99.00
2008 03 18 00 50 106  6.4  8.3  2.22 13.79  6.26 999 1015.9 999.0  25.0 999.0 99.0 99.00
2008 03 18 01 50 104  6.3  7.8  2.23 13.79  6.37 999 1015.4 999.0  25.0 999.0 99.0 99.00
2008 03 18 02 50 105  7.0  8.3  2.07 13.79  6.40 999 1015.4 999.0  25.0 999.0 99.0 99.00
2008 03 18 03 50 112  6.9  8.5  2.21 12.90  6.36 999 1015.8 999.0  25.0 999.0 99.0 99.00
2008 03 18 04 50 112  7.5  9.2  2.39 12.90  6.63 999 1016.3 999.0  24.9 999.0 99.0 99.00
2008 03 18 05 50 110  7.9  9.9  2.26  9.09  6.21 999 1017.2 999.0  24.9 999.0 99.0 99.00
2008 03 18 06 50 101  8.7 10.3  2.44 12.90  6.40 999 1018.0 999.0  24.9 999.0 99.0 99.00
2008 03 18 07 50 106  7.8  9.1 99.00 99.00 99.00 999 1018.6 999.0  24.8 999.0 99.0 99.00
2008 03 18 08 50 102  7.3  8.8  2.70 12.90  6.51 999 1019.0 999.0  24.8 999.0 99.0 99.00
2008 03 18 09 50  99  7.3  9.4  2.67 14.81  6.63 999 1018.7 999.0  24.8 999.0 99.0 99.00
2008 03 18 10 50 102  7.4  8.7  2.36 14.81  6.20 999 1018.3 999.0  24.7 999.0 99.0 99.00
2008 03 18 11 50  96  6.5  7.8  2.59 12.90  6.83 999 1017.8 999.0  24.7 999.0 99.0 99.00
2008 03 18 12 50 100  6.7  7.8  2.35 12.90  6.75 999 1016.9 999.0  24.7 999.0 99.0 99.00
2008 03 18 13 50 103  6.8  8.1  2.47 12.90  6.89 999 1016.5 999.0  24.7 999.0 99.0 99.00
2008 03 18 14 50 103  6.2  7.5  2.59 14.81  7.22 999 1016.3 999.0  24.7 999.0 99.0 99.00
2008 03 18 15 50 113  7.3  8.7  2.50 13.79  6.78 999 1016.7 999.0  24.7 999.0 99.0 99.00
2008 03 18 16 50 115  9.0 11.2  2.51 13.79  6.55 999 1017.1 999.0  24.7 999.0 99.0 99.00
2008 03 18 17 50  94  9.6 11.7  2.29 12.12  5.65 999 1017.7 999.0  24.7 999.0 99.0 99.00
2008 03 18 18 50  98  8.5 10.4  2.50 12.90  6.25 999 1018.5 999.0  24.7 999.0 99.0 99.00
2008 03 18 19 50 105  8.3  9.6  2.76 13.79  6.47 999 1018.8 999.0  24.8 999.0 99.0 99.00
2008 03 18 20 50 110  8.0  9.5  2.49 14.81  6.24 999 1018.6 999.0  24.8 999.0 99.0 99.00
2008 03 18 21 50 110  7.3  8.9  2.21  8.33  5.63 999 1018.4 999.0  24.8 999.0 99.0 99.00
2008 03 18 22 50 116  7.1  8.6  2.53 12.90  6.31 999 1017.8 999.0  24.9 999.0 99.0 99.00
2008 03 18 23 50 108  6.9  8.5  2.56 13.79  6.30 999 1016.8 999.0  24.9 999.0 99.0 99.00
2008 03 19 00 50 108  7.0  8.7  2.65 13.79  6.56 999 1016.2 999.0  25.0 999.0 99.0 99.00
2008 03 19 01 50 109  6.7  7.8  2.54  9.09  6.38 999 1015.7 999.0  24.9 999.0 99.0 99.00
2008 03 19 02 50 108  6.6  8.0  2.43 13.79  6.16 999 1015.8 999.0  24.9 999.0 99.0 99.00
2008 03 19 03 50  85  6.8  8.0  2.69 13.79  6.65 999 1016.2 999.0  24.9 999.0 99.0 99.00
2008 03 19 04 50  78  7.0  8.3  2.73 10.81  6.83 999 1016.8 999.0  24.9 999.0 99.0 99.00
2008 03 19 05 50  82  7.5  8.8  2.85 13.79  6.79 999 1017.1 999.0  24.9 999.0 99.0 99.00
2008 03 19 06 50  88  6.7  7.7  2.77 13.79  6.59 999 1017.9 999.0  24.9 999.0 99.0 99.00
2008 03 19 07 50 121  5.3  6.8  2.62 10.00  6.53 999 1018.9 999.0  24.9 999.0 99.0 99.00
2008 03 19 08 50 117  6.6  7.8  2.68 10.81  6.83 999 1019.0 999.0  24.8 999.0 99.0 99.00
2008 03 19 09 50 112  7.0  8.5  2.85 10.81  6.82 999 1018.7 999.0  24.8 999.0 99.0 99.00
2008 03 19 10 50 110  6.2  7.3  2.71 10.81  6.79 999 1018.4 999.0  24.8 999.0 99.0 99.00
2008 03 19 11 50  78  6.3  7.9  2.49 12.90  6.61 999 1018.0 999.0  24.8 999.0 99.0 99.00
2008 03 19 12 50  86  7.7  9.1  2.68  9.09  6.66 999 1017.1 999.0  24.8 999.0 99.0 99.00
2008 03 19 13 50  90  7.8  9.0  2.72  7.69  6.75 999 1016.8 999.0  24.8 999.0 99.0 99.00
2008 03 19 14 50  82  8.1 10.2  2.75  7.69  6.36 999 1016.2 999.0  24.8 999.0 99.0 99.00
2008 03 19 15 50  99  7.4  9.3  2.75 10.81  6.61 999 1016.4 999.0  24.8 999.0 99.0 99.00
2008 03 19 16 50 101  7.4  9.6  2.75  8.33  6.40 999 1016.7 999.0  24.8 999.0 99.0 99.00
2008 03 19 17 50  97  7.5  9.1  2.90  8.33  6.67 999 1017.2 999.0  24.8 999.0 99.0 99.00
2008 03 19 18 50  98  7.4  8.9  2.70  9.09  6.51 999 1017.7 999.0  24.8 999.0 99.0 99.00
2008 03 19 19 50  90  7.4  9.3  2.73  9.09  6.59 999 1017.8 999.0  24.8 999.0 99.0 99.00
2008 03 19 20 50  86  7.7  9.6  2.68  8.33  6.61 999 1017.8 999.0  24.9 999.0 99.0 99.00
2008 03 19 21 50  93  8.1  9.7  2.78  9.09  6.53 999 1017.4 999.0  24.9 999.0 99.0 99.00
2008 03 19 22 50 105  7.6  9.4  2.66 10.81  6.26 999 1016.7 999.0  25.0 999.0 99.0 99.00
2008 03 19 23 50  93  7.6  9.5  2.54  8.33  5.98 999 1015.8 999.0  25.1 999.0 99.0 99.00
2008 03 20 00 50  85  8.2 10.1  2.74  7.14  6.12 999 1015.1 999.0  25.1 999.0 99.0 99.00
2008 03 20 01 50  82  8.7 10.4  2.73  8.33  6.16 999 1014.5 999.0  25.1 999.0 99.0 99.00
2008 03 20 02 50  85  8.3  9.6  2.60  8.33  6.16 999 1014.5 999.0  25.1 999.0 99.0 99.00
2008 03 20 03 50  83  7.6  8.8  2.67  7.69  6.22 999 1014.6 999.0  25.1 999.0 99.0 99.00
2008 03 20 04 50  91  6.6  8.4  2.47  9.09  6.13 999 1014.9 999.0  25.2 999.0 99.0 99.00
2008 03 20 05 50 118  7.5  9.5  2.42 10.00  6.13 999 1015.3 999.0  25.2 999.0 99.0 99.00
2008 03 20 06 50 112  7.5  9.0  2.34  8.33  6.08 999 1015.8 999.0  25.2 999.0 99.0 99.00
2008 03 20 07 50 124  8.0  9.6  2.48  7.69  6.13 999 1016.3 999.0  25.2 999.0 99.0 99.00
2008 03 20 08 50 125  8.0  9.9  2.69 10.00  6.34 999 1016.5 999.0  25.2 999.0 99.0 99.00
2008 03 20 09 50 117  7.1  8.5  2.66  8.33  6.27 999 1016.3 999.0  25.2 999.0 99.0 99.00
2008 03 20 10 50 111  7.4  8.9  2.52  7.69  6.13 999 1016.0 999.0  25.3 999.0 99.0 99.00
2008 03 20 11 50  92  8.2  9.5  2.58  8.33  6.16 999 1015.6 999.0  25.2 999.0 99.0 99.00
2008 03 20 12 50  89  8.4 10.3  2.55  7.69  6.19 999 1014.7 999.0  25.2 999.0 99.0 99.00
2008 03 20 13 50  81  7.9  9.2  2.66  7.69  6.17 999 1014.4 999.0  25.2 999.0 99.0 99.00
2008 03 20 14 50  92  6.8  8.1  2.66  9.09  6.10 999 1014.4 999.0  25.2 999.0 99.0 99.00
2008 03 20 15 50 129  5.8  7.0  2.81  9.09  6.31 999 1015.0 999.0  25.1 999.0 99.0 99.00
2008 03 20 16 50 113  7.2  8.9  2.55  8.33  6.21 999 1015.5 999.0  25.1 999.0 99.0 99.00
2008 03 20 17 50  89  5.7  7.3  2.97  7.69  6.70 999 1016.0 999.0  25.0 999.0 99.0 99.00
2008 03 20 18 50  95  4.5  5.7  2.61  8.33  6.27 999 1016.6 999.0  25.0 999.0 99.0 99.00
2008 03 20 19 50  75  4.9  6.1  2.46  8.33  6.17 999 1017.0 999.0  25.0 999.0 99.0 99.00
2008 03 20 20 50  84  7.7  9.5  2.63  9.09  6.12 999 1016.8 999.0  25.0 999.0 99.0 99.00
2008 03 20 21 50  85  5.0  7.2  2.54  7.69  6.35 999 1016.6 999.0  25.0 999.0 99.0 99.00
2008 03 20 22 50 133  6.2  7.5  2.83 10.00  6.37 999 1016.2 999.0  25.1 999.0 99.0 99.00
2008 03 20 23 50 129  5.8  7.0  2.67  8.33  6.28 999 1015.3 999.0  25.1 999.0 99.0 99.00
2008 03 21 00 50 124  5.8  7.1  2.53  9.09  6.23 999 1014.4 999.0  25.1 999.0 99.0 99.00
2008 03 21 01 50 129  6.3  7.8  2.40 10.00  6.24 999 1013.9 999.0  25.2 999.0 99.0 99.00
2008 03 21 02 50 126  5.9  7.1  2.52 10.00  6.50 999 1014.0 999.0  25.2 999.0 99.0 99.00
2008 03 21 03 50 123  6.4  7.6  2.47  8.33  6.28 999 1014.2 999.0  25.3 999.0 99.0 99.00
2008 03 21 04 50 113  5.9  7.4  2.45  9.09  6.36 999 1015.0 999.0  25.3 999.0 99.0 99.00
2008 03 21 05 50 111  6.5  7.7  2.34  9.09  6.30 999 1015.6 999.0  25.3 999.0 99.0 99.00
2008 03 21 06 50 116  6.8  8.3  2.18 10.00  5.96 999 1016.2 999.0  25.2 999.0 99.0 99.00
2008 03 21 07 50 104  7.0  8.3  2.34  7.69  6.16 999 1016.8 999.0  25.2 999.0 99.0 99.00
2008 03 21 08 50 110  6.9  8.3  2.24  9.09  6.04 999 1017.4 999.0  25.2 999.0 99.0 99.00
2008 03 21 09 50 108  7.1  8.3  2.31  8.33  6.10 999 1017.3 999.0  25.1 999.0 99.0 99.00
2008 03 21 10 50 121  6.6  7.7  2.27  8.33  6.19 999 1017.0 999.0  25.1 999.0 99.0 99.00
2008 03 21 11 50 117  6.3  7.9  2.48  8.33  6.13 999 1016.6 999.0  25.0 999.0 99.0 99.00
2008 03 21 12 50 126  7.2  8.2  2.24 10.00  5.84 999 1016.0 999.0  25.0 999.0 99.0 99.00
2008 03 21 13 50 129  6.2  7.3  2.09  9.09  5.90 999 1015.6 999.0  24.9 999.0 99.0 99.00
2008 03 21 14 50 135  6.6  7.7  2.02  9.09  5.68 999 1015.5 999.0  24.9 999.0 99.0 99.00
2008 03 21 15 50 139  6.8  7.9  2.32 10.00  6.11 999 1015.8 999.0  24.9 999.0 99.0 99.00
2008 03 21 16 50 135  6.3  7.3  2.04  7.69  5.69 999 1016.2 999.0  24.9 999.0 99.0 99.00
2008 03 21 17 50 131  5.6  7.1  1.86 10.00  5.71 999 1016.8 999.0  24.9 999.0 99.0 99.00
2008 03 21 18 50 128  6.2  7.3  2.07  7.69  6.01 999 1017.1 999.0  24.9 999.0 99.0 99.00
2008 03 21 19 50 124  6.3  7.8  2.16  8.33  5.98 999 1017.5 999.0  24.9 999.0 99.0 99.00
2008 03 21 20 50 116  5.1  6.2  2.10  7.69  6.09 999 1017.6 999.0  25.0 999.0 99.0 99.00
2008 03 21 21 50 121  5.5  6.4  2.07 10.00  6.03 999 1017.4 999.0  25.1 999.0 99.0 99.00
2008 03 21 22 50 114  5.3  6.5  2.15  8.33  6.13 999 1016.7 999.0  25.1 999.0 99.0 99.00
2008 03 21 23 50 109  5.0  6.1  2.06  8.33  6.01 999 1016.0 999.0  25.2 999.0 99.0 99.00
2008 03 22 00 50 110  5.4  6.3  2.01  7.69  5.97 999 1015.3 999.0  25.3 999.0 99.0 99.00
2008 03 22 01 50  98  5.6  7.2  2.07  8.33  5.98 999 1015.0 999.0  25.3 999.0 99.0 99.00
2008 03 22 02 50 100  5.6  6.8  1.94  8.33  5.82 999 1015.1 999.0  25.3 999.0 99.0 99.00
2008 03 22 03 50  96  6.2  7.2  1.88  9.09  5.83 999 1015.6 999.0  25.2 999.0 99.0 99.00
2008 03 22 04 50 106  6.3  7.5  1.89  7.69  5.84 999 1016.1 999.0  25.2 999.0 99.0 99.00
2008 03 22 05 50 105  5.7  7.1  1.93  9.09  5.72 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 03 22 06 50 105  5.7  6.7  1.81  8.33  5.86 999 1017.2 999.0  25.0 999.0 99.0 99.00
2008 03 22 07 50 109  6.0  7.1  1.80  9.09  5.74 999 1017.7 999.0  25.1 999.0 99.0 99.00
2008 03 22 08 50 105  5.9  6.7  1.91  8.33  5.92 999 1017.8 999.0  25.2 999.0 99.0 99.00
2008 03 22 09 50  98  5.0  6.1  1.88  9.09  5.89 999 1017.5 999.0  25.2 999.0 99.0 99.00
2008 03 22 10 50  92  4.6  5.9  2.00  8.33  5.97 999 1017.3 999.0  25.1 999.0 99.0 99.00
2008 03 22 11 50  88  5.8  7.2  1.82  7.69  5.65 999 1016.4 999.0  25.1 999.0 99.0 99.00
2008 03 22 12 50 109  5.3  6.3  1.90  9.09  6.01 999 1015.8 999.0  25.1 999.0 99.0 99.00
2008 03 22 13 50 102  4.0  5.0  2.09  9.09  6.26 999 1015.2 999.0  25.1 999.0 99.0 99.00
2008 03 22 14 50  99  4.6  5.5  1.95 10.00  6.26 999 1015.3 999.0  25.1 999.0 99.0 99.00
2008 03 22 15 50  88  4.3  5.0  1.87  9.09  5.92 999 1015.4 999.0  25.1 999.0 99.0 99.00
2008 03 22 16 50  82  4.4  5.6  1.79  9.09  5.98 999 1016.0 999.0  25.1 999.0 99.0 99.00
2008 03 22 17 50  86  5.6  6.7  1.78  9.09  6.06 999 1016.6 999.0  25.2 999.0 99.0 99.00
2008 03 22 18 50  99  7.0  8.6  1.81 10.00  6.03 999 1017.2 999.0  25.2 999.0 99.0 99.00
2008 03 22 19 50 110  5.8  6.9  1.76 10.00  5.86 999 1017.4 999.0  25.2 999.0 99.0 99.00
2008 03 22 20 50 109  7.8  9.3  1.81  9.09  5.69 999 1017.2 999.0  25.3 999.0 99.0 99.00
2008 03 22 21 50 115  7.4  8.8  1.97  9.09  5.72 999 1016.8 999.0  25.3 999.0 99.0 99.00
2008 03 22 22 50 115  6.8  7.8  1.96  9.09  5.83 999 1016.2 999.0  25.3 999.0 99.0 99.00
2008 03 22 23 50 112  6.1  7.4  1.97  9.09  5.89 999 1015.4 999.0  25.4 999.0 99.0 99.00
2008 03 23 00 50  97  6.3  7.9  2.10  9.09  5.92 999 1014.7 999.0  25.4 999.0 99.0 99.00
2008 03 23 01 50 118  6.7  8.2  2.03  9.09  5.75 999 1014.2 999.0  25.5 999.0 99.0 99.00
2008 03 23 02 50 108  6.3  7.7  1.86  9.09  5.53 999 1014.2 999.0  25.4 999.0 99.0 99.00
2008 03 23 03 50 115  7.1  9.4  2.17  9.09  5.96 999 1014.4 999.0  25.3 999.0 99.0 99.00
2008 03 23 04 50 120  6.3  7.7  1.85 10.00  5.67 999 1014.8 999.0  25.3 999.0 99.0 99.00
2008 03 23 05 50 111  5.6  6.6  1.85  8.33  5.61 999 1015.5 999.0  25.2 999.0 99.0 99.00
2008 03 23 06 50  99  5.5  6.4  1.97  9.09  5.80 999 1016.1 999.0  25.1 999.0 99.0 99.00
2008 03 23 07 50 117  6.2  7.5  1.90  9.09  5.95 999 1016.6 999.0  25.1 999.0 99.0 99.00
2008 03 23 08 50 117  6.3  7.3  1.78 10.00  5.60 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 03 23 09 50 119  6.7  7.9  1.83  8.33  5.72 999 1016.7 999.0  25.1 999.0 99.0 99.00
2008 03 23 10 50 130  5.8  7.0  1.89  9.09  5.52 999 1016.3 999.0  25.2 999.0 99.0 99.00
2008 03 23 11 50 132  5.1  6.4  1.99  9.09  5.85 999 1015.6 999.0  25.2 999.0 99.0 99.00
2008 03 23 12 50 139  5.9  7.3  2.03  9.09  5.80 999 1014.9 999.0  25.2 999.0 99.0 99.00
2008 03 23 13 50 135  6.6  7.8  1.94  7.14  5.64 999 1014.4 999.0  25.2 999.0 99.0 99.00
2008 03 23 14 50 147  7.4  8.5  2.06  7.14  5.74 999 1014.2 999.0  25.3 999.0 99.0 99.00
2008 03 23 15 50 142  7.7  9.0  1.97  8.33  5.57 999 1014.6 999.0  25.3 999.0 99.0 99.00
2008 03 23 16 50 142  7.2  8.4  1.96  8.33  5.42 999 1015.1 999.0  25.3 999.0 99.0 99.00
2008 03 23 17 50 135  8.1  9.2  1.96  6.67  5.39 999 1015.5 999.0  25.3 999.0 99.0 99.00
2008 03 23 18 50 135  7.2  9.0  2.09  7.14  5.56 999 1016.1 999.0  25.3 999.0 99.0 99.00
2008 03 23 19 50 140  7.9  9.2  1.98  9.09  5.44 999 1016.1 999.0  25.3 999.0 99.0 99.00
2008 03 23 20 50 132  7.6  8.9  2.09  7.14  5.65 999 1015.9 999.0  25.4 999.0 99.0 99.00
2008 03 23 21 50 130  7.7  8.7  2.21  7.14  5.63 999 1015.6 999.0  25.4 999.0 99.0 99.00
2008 03 23 22 50 129  6.7  8.5  1.95  7.69  5.50 999 1015.1 999.0  25.4 999.0 99.0 99.00
2008 03 23 23 50 126  6.4  7.5  2.25  7.14  5.87 999 1014.2 999.0  25.4 999.0 99.0 99.00
2008 03 24 00 50 125  6.8  8.4  2.19  9.09  5.93 999 1013.4 999.0  25.5 999.0 99.0 99.00
2008 03 24 01 50 115  6.5  7.7  2.04  9.09  5.95 999 1013.2 999.0  25.5 999.0 99.0 99.00
2008 03 24 02 50 116  6.6  8.1  1.94  7.69  5.91 999 1013.3 999.0  25.5 999.0 99.0 99.00
2008 03 24 03 50 109  5.7  6.9  1.94  7.14  5.94 999 1013.5 999.0  25.4 999.0 99.0 99.00
2008 03 24 04 50 111  5.6  6.7  1.96  9.09  5.91 999 1013.9 999.0  25.4 999.0 99.0 99.00
2008 03 24 05 50 116  5.7  6.9  1.87  9.09  5.93 999 1014.2 999.0  25.4 999.0 99.0 99.00
2008 03 24 06 50 124  6.0  7.0  1.83  9.09  5.86 999 1014.8 999.0  25.4 999.0 99.0 99.00
2008 03 24 07 50 131  6.2  7.2  1.98  8.33  5.88 999 1015.2 999.0  25.4 999.0 99.0 99.00
2008 03 24 08 50 135  6.5  7.8  2.03  7.69  5.92 999 1015.3 999.0  25.4 999.0 99.0 99.00
2008 03 24 09 50 141  7.1  8.5  2.05  9.09  6.04 999 1015.0 999.0  25.3 999.0 99.0 99.00
2008 03 24 10 50 135  7.2  8.6  1.99  9.09  5.69 999 1014.5 999.0  25.3 999.0 99.0 99.00
2008 03 24 11 50 145  7.4  8.6  1.91  9.09  5.59 999 1014.3 999.0  25.3 999.0 99.0 99.00
2008 03 24 12 50 153  7.2  8.4  2.18  9.09  5.84 999 1013.7 999.0  25.3 999.0 99.0 99.00
2008 03 24 13 50 158  6.1  7.2  2.05  8.33  5.68 999 1013.2 999.0  25.3 999.0 99.0 99.00
2008 03 24 14 50 149  5.8  7.1  2.05  9.09  5.83 999 1013.4 999.0  25.3 999.0 99.0 99.00
2008 03 24 15 50 131  6.2  7.5  1.86  9.09  5.62 999 1014.0 999.0  25.3 999.0 99.0 99.00
2008 03 24 16 50 135  5.2  6.2  1.89  7.69  5.63 999 1014.5 999.0  25.3 999.0 99.0 99.00
2008 03 24 17 50  90  5.7  7.2  2.07  9.09  5.85 999 1015.1 999.0  25.4 999.0 99.0 99.00
2008 03 24 18 50  94  5.8  7.5  1.98  7.69  5.50 999 1015.5 999.0  25.4 999.0 99.0 99.00
2008 03 24 19 50 104  6.0  7.0  1.92  8.33  5.60 999 1016.1 999.0  25.4 999.0 99.0 99.00
2008 03 24 20 50 112  5.2  6.3  1.96  8.33  5.87 999 1016.3 999.0  25.4 999.0 99.0 99.00
2008 03 24 21 50 139  6.0  6.9  1.93  9.09  5.86 999 1016.3 999.0  25.4 999.0 99.0 99.00
2008 03 24 22 50 135  6.2  7.2  2.02  8.33  5.97 999 1015.8 999.0  25.5 999.0 99.0 99.00
2008 03 24 23 50 132  5.1  6.2  2.01  8.33  5.93 999 1015.0 999.0  25.6 999.0 99.0 99.00
2008 03 25 00 50 132  5.1  6.2  1.91  9.09  5.95 999 1014.4 999.0  25.6 999.0 99.0 99.00
2008 03 25 01 50 130  5.2  6.5  1.93  9.09  6.05 999 1014.2 999.0  25.6 999.0 99.0 99.00
2008 03 25 02 50 126  5.3  6.6  1.89  9.09  5.83 999 1014.2 999.0  25.6 999.0 99.0 99.00
2008 03 25 03 50 125  5.1  6.7  1.72  7.69  5.60 999 1014.7 999.0  25.5 999.0 99.0 99.00
2008 03 25 04 50 120  4.9  6.3  1.84  9.09  5.98 999 1015.5 999.0  25.5 999.0 99.0 99.00
2008 03 25 05 50 119  5.8  7.3  1.88  8.33  6.08 999 1016.2 999.0  25.5 999.0 99.0 99.00
2008 03 25 06 50 119  5.6  6.8  1.72  9.09  5.83 999 1016.8 999.0  25.4 999.0 99.0 99.00
2008 03 25 07 50 114  6.0  7.2  1.63  9.09  5.64 999 1017.5 999.0  25.4 999.0 99.0 99.00
2008 03 25 08 50 115  6.9  7.8  1.81  9.09  5.66 999 1017.7 999.0  25.4 999.0 99.0 99.00
2008 03 25 09 50 108  6.8  7.8  1.88  9.09  5.64 999 1017.5 999.0  25.4 999.0 99.0 99.00
2008 03 25 10 50 104  6.6  8.1  1.72  8.33  5.33 999 1017.0 999.0  25.4 999.0 99.0 99.00
2008 03 25 11 50 111  7.4  9.2  1.75  7.14  5.40 999 1016.4 999.0  25.4 999.0 99.0 99.00
2008 03 25 12 50 113  7.1  8.4  1.91  9.09  5.69 999 1016.0 999.0  25.3 999.0 99.0 99.00
2008 03 25 13 50 112  6.5  7.7  1.80  9.09  5.45 999 1015.8 999.0  25.3 999.0 99.0 99.00
2008 03 25 14 50 105  6.8  8.0  1.90  9.09  5.74 999 1015.6 999.0  25.3 999.0 99.0 99.00
2008 03 25 15 50 107  6.5  8.2  1.73 10.00  5.53 999 1016.0 999.0  25.3 999.0 99.0 99.00
2008 03 25 16 50 107  6.4  7.5  1.86  9.09  6.16 999 1016.6 999.0  25.3 999.0 99.0 99.00
2008 03 25 17 50 116  6.6  7.8  1.85 12.90  5.93 999 1017.0 999.0  25.3 999.0 99.0 99.00
2008 03 25 18 50 121  7.1  8.5  1.85 11.43  6.01 999 1017.6 999.0  25.3 999.0 99.0 99.00
2008 03 25 19 50 124  6.8  7.8  1.95 10.00  6.20 999 1018.1 999.0  25.4 999.0 99.0 99.00
2008 03 25 20 50 129  6.6  8.0  1.93 10.81  5.88 999 1017.9 999.0  25.4 999.0 99.0 99.00
2008 03 25 21 50 123  6.1  7.4  1.99  8.33  6.17 999 1017.6 999.0  25.4 999.0 99.0 99.00
2008 03 25 22 50 113  5.8  6.9  1.76 13.79  5.85 999 1016.8 999.0  25.5 999.0 99.0 99.00
2008 03 25 23 50 113  5.9  7.2  1.88  9.09  5.94 999 1016.1 999.0  25.6 999.0 99.0 99.00
2008 03 26 00 50  98  6.7  7.5  1.91 12.12  5.93 999 1015.8 999.0  25.6 999.0 99.0 99.00
2008 03 26 01 50  99  7.1  8.2  1.88 12.12  5.78 999 1015.6 999.0  25.6 999.0 99.0 99.00
2008 03 26 02 50 111  5.7  6.8  2.16 10.00  6.41 999 1015.8 999.0  25.6 999.0 99.0 99.00
2008 03 26 03 50 111  5.9  7.6  2.04 12.12  6.32 999 1016.1 999.0  25.5 999.0 99.0 99.00
2008 03 26 04 50 111  5.4  6.3  1.96 12.12  6.12 999 1016.8 999.0  25.5 999.0 99.0 99.00
2008 03 26 05 50 119  5.9  7.1  2.07 11.43  6.48 999 1017.7 999.0  25.4 999.0 99.0 99.00
2008 03 26 06 50 115  5.4  6.6  2.34 10.00  6.87 999 1018.2 999.0  25.4 999.0 99.0 99.00
2008 03 26 07 50 121  5.8  7.0  2.26 11.43  6.82 999 1018.5 999.0  25.4 999.0 99.0 99.00
2008 03 26 08 50 122  6.1  7.5  2.09  9.09  6.49 999 1018.9 999.0  25.4 999.0 99.0 99.00
2008 03 26 09 50 125  6.1  7.3  2.16  9.09  6.52 999 1019.2 999.0  25.4 999.0 99.0 99.00
2008 03 26 10 50 140  5.3  6.7  2.14 12.12  6.56 999 1018.9 999.0  25.4 999.0 99.0 99.00
